code,ab,County,POVALL_2014
45033,SC,Dillon County,"9,141"
45035,SC,Dorchester County,"18,717"
45037,SC,Edgefield County,"4,122"
45039,SC,Fairfield County,"5,231"
45041,SC,Florence County,"26,454"
45043,SC,Georgetown County,"11,811"
45045,SC,Greenville County,"69,140"
45047,SC,Greenwood County,"14,844"
45049,SC,Hampton County,"4,469"
45051,SC,Horry County,"52,066"
45053,SC,Jasper County,"6,285"
45055,SC,Kershaw County,"10,894"
45057,SC,Lancaster County,"15,925"
45059,SC,Laurens County,"13,557"
45061,SC,Lee County,"4,548"
45063,SC,Lexington County,"37,932"
45065,SC,McCormick County,"2,105"
45067,SC,Marion County,"9,517"
45069,SC,Marlboro County,"7,700"
45071,SC,Newberry County,"7,084"
45073,SC,Oconee County,"12,986"
45075,SC,Orangeburg County,"26,705"
45077,SC,Pickens County,"22,174"
45079,SC,Richland County,"59,816"
45081,SC,Saluda County,"4,072"
45083,SC,Spartanburg County,"50,359"
45085,SC,Sumter County,"24,393"
45087,SC,Union County,"5,376"
45089,SC,Williamsburg County,"8,838"
45091,SC,York County,"35,172"
46000,SD,South Dakota,"115,906"
46003,SD,Aurora County,287
46005,SD,Beadle County,"2,685"
46007,SD,Bennett County,"1,182"
46009,SD,Bon Homme County,848
46011,SD,Brookings County,"4,230"
46013,SD,Brown County,"4,375"
46015,SD,Brule County,769
46017,SD,Buffalo County,841
46019,SD,Butte County,"1,605"
46021,SD,Campbell County,129
46023,SD,Charles Mix County,"2,128"
46025,SD,Clark County,474
46027,SD,Clay County,"2,941"
46029,SD,Codington County,"2,848"
46031,SD,Corson County,"1,612"
46033,SD,Custer County,876
46035,SD,Davison County,"2,351"
46037,SD,Day County,888
46039,SD,Deuel County,430
46041,SD,Dewey County,"1,535"
46043,SD,Douglas County,330
46045,SD,Edmunds County,397
46047,SD,Fall River County,"1,135"
46049,SD,Faulk County,288
46051,SD,Grant County,725
46053,SD,Gregory County,761
46055,SD,Haakon County,217
46057,SD,Hamlin County,607
46059,SD,Hand County,329
46061,SD,Hanson County,260
46063,SD,Harding County,137
46065,SD,Hughes County,"1,853"
46067,SD,Hutchinson County,884
46069,SD,Hyde County,137
46071,SD,Jackson County,"1,097"
46073,SD,Jerauld County,283
46075,SD,Jones County,127
46077,SD,Kingsbury County,498
46079,SD,Lake County,"1,102"
46081,SD,Lawrence County,"3,240"
46083,SD,Lincoln County,"2,204"
46085,SD,Lyman County,953
46087,SD,McCook County,545
46089,SD,McPherson County,384
46091,SD,Marshall County,540
46093,SD,Meade County,"2,712"
46095,SD,Mellette County,679
46097,SD,Miner County,280
46099,SD,Minnehaha County,"20,429"
46101,SD,Moody County,772
46103,SD,Pennington County,"14,908"
46105,SD,Perkins County,453
46107,SD,Potter County,251
46109,SD,Roberts County,"2,074"
46111,SD,Sanborn County,329
46113,SD,Shannon County,"7,398"
46115,SD,Spink County,738
46117,SD,Stanley County,263
46119,SD,Sully County,91
46121,SD,Todd County,"4,671"
46123,SD,Tripp County,"1,068"
46125,SD,Turner County,830
46127,SD,Union County,937
46129,SD,Walworth County,849
46135,SD,Yankton County,"2,849"
46137,SD,Ziebach County,"1,257"
47000,TN,Tennessee,"1,165,245"
47001,TN,Anderson County,"11,583"
47003,TN,Bedford County,"8,789"
47005,TN,Benton County,"3,420"
47007,TN,Bledsoe County,"3,375"
47009,TN,Blount County,"18,270"
47011,TN,Bradley County,"17,552"
47013,TN,Campbell County,"8,908"
47015,TN,Cannon County,"2,225"
47017,TN,Carroll County,"5,664"
47019,TN,Carter County,"13,567"
47021,TN,Cheatham County,"5,000"
47023,TN,Chester County,"3,228"
47025,TN,Claiborne County,"7,248"
47027,TN,Clay County,"1,837"
47029,TN,Cocke County,"9,733"
47031,TN,Coffee County,"8,892"
47033,TN,Crockett County,"2,740"
47035,TN,Cumberland County,"9,477"
47037,TN,Davidson County,"128,113"
47039,TN,Decatur County,"2,266"
47041,TN,DeKalb County,"3,797"
47043,TN,Dickson County,"7,143"
47045,TN,Dyer County,"7,324"
47047,TN,Fayette County,"5,678"
47049,TN,Fentress County,"4,956"
47051,TN,Franklin County,"6,493"
47053,TN,Gibson County,"9,425"
47055,TN,Giles County,"4,749"
47057,TN,Grainger County,"4,954"
47059,TN,Greene County,"11,768"
47061,TN,Grundy County,"3,442"
47063,TN,Hamblen County,"14,496"
47065,TN,Hamilton County,"54,383"
47067,TN,Hancock County,"1,915"
47069,TN,Hardeman County,"5,595"
47071,TN,Hardin County,"5,536"
47073,TN,Hawkins County,"10,987"
47075,TN,Haywood County,"4,428"
47077,TN,Henderson County,"5,297"
47079,TN,Henry County,"6,477"
47081,TN,Hickman County,"4,596"
47083,TN,Houston County,"1,547"
47085,TN,Humphreys County,"3,143"
47087,TN,Jackson County,"2,649"
47089,TN,Jefferson County,"9,061"
47091,TN,Johnson County,"4,231"
47093,TN,Knox County,"77,218"
47095,TN,Lake County,"2,141"
47097,TN,Lauderdale County,"6,102"
47099,TN,Lawrence County,"9,080"
47101,TN,Lewis County,"2,377"
47103,TN,Lincoln County,"5,495"
47105,TN,Loudon County,"6,802"
47107,TN,McMinn County,"8,943"
47109,TN,McNairy County,"6,060"
47111,TN,Macon County,"4,373"
47113,TN,Madison County,"19,635"
47115,TN,Marion County,"5,779"
47117,TN,Marshall County,"4,787"
47119,TN,Maury County,"13,026"
47121,TN,Meigs County,"2,400"
47123,TN,Monroe County,"9,181"
47125,TN,Montgomery County,"25,803"
47127,TN,Moore County,774
47129,TN,Morgan County,"4,492"
47131,TN,Obion County,"6,348"
47133,TN,Overton County,"4,097"
47135,TN,Perry County,"1,813"
47137,TN,Pickett County,968
47139,TN,Polk County,"3,331"
47141,TN,Putnam County,"14,844"
47143,TN,Rhea County,"6,954"
47145,TN,Roane County,"9,418"
47147,TN,Robertson County,"8,976"
47149,TN,Rutherford County,"41,601"
47151,TN,Scott County,"5,298"
47153,TN,Sequatchie County,"2,699"
47155,TN,Sevier County,"16,582"
47157,TN,Shelby County,"211,505"
47159,TN,Smith County,"2,813"
47161,TN,Stewart County,"2,296"
47163,TN,Sullivan County,"28,608"
47165,TN,Sumner County,"19,349"
47167,TN,Tipton County,"9,296"
47169,TN,Trousdale County,"1,374"
47171,TN,Unicoi County,"3,541"
47173,TN,Union County,"4,266"
47175,TN,Van Buren County,"1,137"
47177,TN,Warren County,"7,468"
47179,TN,Washington County,"20,388"
47181,TN,Wayne County,"3,430"
47183,TN,Weakley County,"6,893"
47185,TN,White County,"5,652"
47187,TN,Williamson County,"11,420"
47189,TN,Wilson County,"12,458"
48000,TX,Texas,"4,519,548"
48001,TX,Anderson County,"8,970"
48003,TX,Andrews County,"1,858"
48005,TX,Angelina County,"15,136"
48007,TX,Aransas County,"4,280"
48009,TX,Archer County,822
48011,TX,Armstrong County,208
48013,TX,Atascosa County,"7,988"
48015,TX,Austin County,"3,243"
48017,TX,Bailey County,"1,348"
48019,TX,Bandera County,"2,782"
48021,TX,Bastrop County,"11,069"
48023,TX,Baylor County,643
48025,TX,Bee County,"6,261"
48027,TX,Bell County,"45,622"
48029,TX,Bexar County,"331,898"
48031,TX,Blanco County,"1,283"
48033,TX,Borden County,67
48035,TX,Bosque County,"2,616"
48037,TX,Bowie County,"17,526"
48039,TX,Brazoria County,"32,543"
48041,TX,Brazos County,"51,540"
48043,TX,Brewster County,"1,262"
48045,TX,Briscoe County,256
48047,TX,Brooks County,"2,305"
48049,TX,Brown County,"6,285"
48051,TX,Burleson County,"2,752"
48053,TX,Burnet County,"6,028"
48055,TX,Caldwell County,"6,099"
48057,TX,Calhoun County,"3,740"
48059,TX,Callahan County,"2,177"
48061,TX,Cameron County,"143,568"
48063,TX,Camp County,"2,991"
48065,TX,Carson County,513
48067,TX,Cass County,"5,707"
48069,TX,Castro County,"1,489"
48071,TX,Chambers County,"4,036"
48073,TX,Cherokee County,"9,635"
48075,TX,Childress County,"1,235"
48077,TX,Clay County,"1,382"
48079,TX,Cochran County,596
48081,TX,Coke County,477
48083,TX,Coleman County,"1,884"
48085,TX,Collin County,"62,032"
48087,TX,Collingsworth County,572
48089,TX,Colorado County,"3,258"
48091,TX,Comal County,"11,248"
48093,TX,Comanche County,"2,625"
48095,TX,Concho County,640
48097,TX,Cooke County,"5,806"
48099,TX,Coryell County,"9,493"
48101,TX,Cottle County,295
48103,TX,Crane County,459
48105,TX,Crockett County,513
48107,TX,Crosby County,"1,400"
48109,TX,Culberson County,556
48111,TX,Dallam County,877
48113,TX,Dallas County,"480,160"
48115,TX,Dawson County,"2,357"
48117,TX,Deaf Smith County,"3,631"
48119,TX,Delta County,"1,029"
48121,TX,Denton County,"64,947"
48123,TX,DeWitt County,"3,391"
48125,TX,Dickens County,418
48127,TX,Dimmit County,"2,739"
48129,TX,Donley County,629
48131,TX,Duval County,"2,841"
48133,TX,Eastland County,"3,441"
48135,TX,Ector County,"19,461"
48137,TX,Edwards County,422
48139,TX,Ellis County,"17,299"
48141,TX,El Paso County,"190,846"
48143,TX,Erath County,"8,049"
48145,TX,Falls County,"3,589"
48147,TX,Fannin County,"5,267"
48149,TX,Fayette County,"2,663"
48151,TX,Fisher County,589
48153,TX,Floyd County,"1,400"
48155,TX,Foard County,215
48157,TX,Fort Bend County,"59,839"
48159,TX,Franklin County,"1,723"
48161,TX,Freestone County,"3,029"
48163,TX,Frio County,"3,940"
48165,TX,Gaines County,"2,710"
48167,TX,Galveston County,"44,194"
48169,TX,Garza County,"1,205"
48171,TX,Gillespie County,"3,137"
48173,TX,Glasscock County,111
48175,TX,Goliad County,"1,135"
48177,TX,Gonzales County,"3,684"
48179,TX,Gray County,"3,028"
48181,TX,Grayson County,"18,475"
48183,TX,Gregg County,"21,713"
48185,TX,Grimes County,"4,490"
48187,TX,Guadalupe County,"15,074"
48189,TX,Hale County,"7,604"
48191,TX,Hall County,759
48193,TX,Hamilton County,"1,298"
48195,TX,Hansford County,688
48197,TX,Hardeman County,731
48199,TX,Hardin County,"7,106"
48201,TX,Harris County,"759,184"
48203,TX,Harrison County,"11,071"
48205,TX,Hartley County,487
48207,TX,Haskell County,"1,310"
48209,TX,Hays County,"30,932"
48211,TX,Hemphill County,369
48213,TX,Henderson County,"15,699"
48215,TX,Hidalgo County,"275,840"
48217,TX,Hill County,"7,413"
48219,TX,Hockley County,"3,280"
48221,TX,Hood County,"6,562"
48223,TX,Hopkins County,"7,205"
48225,TX,Houston County,"5,176"
48227,TX,Howard County,"5,320"
48229,TX,Hudspeth County,834
48231,TX,Hunt County,"17,603"
48233,TX,Hutchinson County,"2,994"
48235,TX,Irion County,135
48237,TX,Jack County,"1,151"
48239,TX,Jackson County,"2,121"
48241,TX,Jasper County,"6,117"
48243,TX,Jeff Davis County,277
48245,TX,Jefferson County,"50,051"
48247,TX,Jim Hogg County,"1,177"
48249,TX,Jim Wells County,"8,249"
48251,TX,Johnson County,"20,492"
48253,TX,Jones County,"3,430"
48255,TX,Karnes County,"2,735"
48257,TX,Kaufman County,"15,114"
48259,TX,Kendall County,"3,188"
48261,TX,Kenedy County,71
48263,TX,Kent County,92
48265,TX,Kerr County,"8,570"
48267,TX,Kimble County,814
48269,TX,King County,28
48271,TX,Kinney County,671
48273,TX,Kleberg County,"6,875"
48275,TX,Knox County,800
48277,TX,Lamar County,"9,086"
48279,TX,Lamb County,"3,019"
48281,TX,Lampasas County,"2,858"
48283,TX,La Salle County,"1,638"
48285,TX,Lavaca County,"2,668"
48287,TX,Lee County,"2,113"
48289,TX,Leon County,"2,251"
48291,TX,Liberty County,"12,663"
48293,TX,Limestone County,"4,298"
48295,TX,Lipscomb County,371
48297,TX,Live Oak County,"1,697"
48299,TX,Llano County,"2,868"
48301,TX,Loving County,8
48303,TX,Lubbock County,"49,964"
48305,TX,Lynn County,"1,044"
48307,TX,McCulloch County,"1,520"
48309,TX,McLennan County,"46,019"
48311,TX,McMullen County,73
48313,TX,Madison County,"2,429"
48315,TX,Marion County,"2,307"
48317,TX,Martin County,674
48319,TX,Mason County,603
48321,TX,Matagorda County,"7,950"
48323,TX,Maverick County,"14,808"
48325,TX,Medina County,"6,510"
48327,TX,Menard County,478
48329,TX,Midland County,"15,319"
48331,TX,Milam County,"4,361"
48333,TX,Mills County,802
48335,TX,Mitchell County,"1,451"
48337,TX,Montague County,"2,836"
48339,TX,Montgomery County,"55,864"
48341,TX,Moore County,"3,208"
48343,TX,Morris County,"2,345"
48345,TX,Motley County,201
48347,TX,Nacogdoches County,"13,685"
48349,TX,Navarro County,"9,567"
48351,TX,Newton County,"2,703"
48353,TX,Nolan County,"2,632"
48355,TX,Nueces County,"58,798"
48357,TX,Ochiltree County,"1,145"
48359,TX,Oldham County,284
48361,TX,Orange County,"13,175"
48363,TX,Palo Pinto County,"5,146"
48365,TX,Panola County,"3,626"
48367,TX,Parker County,"11,997"
48369,TX,Parmer County,"1,433"
48371,TX,Pecos County,"2,448"
48373,TX,Polk County,"7,687"
48375,TX,Potter County,"24,669"
48377,TX,Presidio County,"1,520"
48379,TX,Rains County,"1,633"
48381,TX,Randall County,"12,181"
48383,TX,Reagan County,417
48385,TX,Real County,615
48387,TX,Red River County,"2,465"
48389,TX,Reeves County,"2,785"
48391,TX,Refugio County,"1,211"
48393,TX,Roberts County,67
48395,TX,Robertson County,"3,096"
48397,TX,Rockwall County,"5,944"
48399,TX,Runnels County,"1,846"
48401,TX,Rusk County,"8,053"
48403,TX,Sabine County,"1,951"
48405,TX,San Augustine County,"1,995"
48407,TX,San Jacinto County,"5,009"
48409,TX,San Patricio County,"10,452"
48411,TX,San Saba County,"1,058"
48413,TX,Schleicher County,427
48415,TX,Scurry County,"2,218"
48417,TX,Shackelford County,434
48419,TX,Shelby County,"5,546"
48421,TX,Sherman County,407
48423,TX,Smith County,"38,908"
48425,TX,Somervell County,"1,030"
48427,TX,Starr County,"21,981"
48429,TX,Stephens County,"1,807"
48431,TX,Sterling County,154
48433,TX,Stonewall County,212
48435,TX,Sutton County,522
48437,TX,Swisher County,"1,449"
48439,TX,Tarrant County,"291,534"
48441,TX,Taylor County,"20,789"
48443,TX,Terrell County,168
48445,TX,Terry County,"2,469"
48447,TX,Throckmorton County,228
48449,TX,Titus County,"6,564"
48451,TX,Tom Green County,"17,398"
48453,TX,Travis County,"188,959"
48455,TX,Trinity County,"2,800"
48457,TX,Tyler County,"3,737"
48459,TX,Upshur County,"5,816"
48461,TX,Upton County,483
48463,TX,Uvalde County,"5,859"
48465,TX,Val Verde County,"10,453"
48467,TX,Van Zandt County,"8,294"
48469,TX,Victoria County,"14,135"
48471,TX,Walker County,"13,767"
48473,TX,Waller County,"6,874"
48475,TX,Ward County,"1,604"
48477,TX,Washington County,"4,894"
48479,TX,Webb County,"85,109"
48481,TX,Wharton County,"6,849"
48483,TX,Wheeler County,682
48485,TX,Wichita County,"23,210"
48487,TX,Wilbarger County,"2,000"
48489,TX,Willacy County,"7,209"
48491,TX,Williamson County,"37,898"
48493,TX,Wilson County,"5,029"
48495,TX,Winkler County,"1,041"
48497,TX,Wise County,"6,044"
48499,TX,Wood County,"6,348"
48501,TX,Yoakum County,935
48503,TX,Young County,"2,962"
48505,TX,Zapata County,"4,654"
48507,TX,Zavala County,"3,672"
49000,UT,Utah,"341,587"
49001,UT,Beaver County,628
49003,UT,Box Elder County,"5,947"
49005,UT,Cache County,"16,303"
49007,UT,Carbon County,"3,178"
49009,UT,Daggett County,88
49011,UT,Davis County,"23,606"
49013,UT,Duchesne County,"2,328"
49015,UT,Emery County,"1,360"
49017,UT,Garfield County,589
49019,UT,Grand County,"1,401"
49021,UT,Iron County,"10,278"
49023,UT,Juab County,"1,184"
49025,UT,Kane County,823
49027,UT,Millard County,"1,609"
49029,UT,Morgan County,488
49031,UT,Piute County,271
49033,UT,Rich County,237
49035,UT,Salt Lake County,"128,385"
49037,UT,San Juan County,"4,366"
49039,UT,Sanpete County,"4,459"
49041,UT,Sevier County,"2,475"
49043,UT,Summit County,"2,656"
49045,UT,Tooele County,"4,956"
49047,UT,Uintah County,"3,512"
49049,UT,Utah County,"69,472"
49051,UT,Wasatch County,"1,950"
49053,UT,Washington County,"19,330"
49055,UT,Wayne County,383
49057,UT,Weber County,"29,322"
50000,VT,Vermont,"72,294"
50001,VT,Addison County,"3,260"
50003,VT,Bennington County,"5,035"
50005,VT,Caledonia County,"4,139"
50007,VT,Chittenden County,"16,626"
50009,VT,Essex County,"1,196"
50011,VT,Franklin County,"4,362"
50013,VT,Grand Isle County,635
50015,VT,Lamoille County,"3,075"
50017,VT,Orange County,"3,598"
50019,VT,Orleans County,"4,238"
50021,VT,Rutland County,"7,774"
50023,VT,Washington County,"6,224"
50025,VT,Windham County,"5,478"
50027,VT,Windsor County,"6,654"
51000,VA,Virginia,"955,541"
51001,VA,Accomack County,"6,319"
51003,VA,Albemarle County,"8,982"
51005,VA,Alleghany County,"2,450"
51007,VA,Amelia County,"1,636"
51009,VA,Amherst County,"4,179"
51011,VA,Appomattox County,"2,290"
51013,VA,Arlington County,"19,117"
51015,VA,Augusta County,"6,977"
51017,VA,Bath County,519
51019,VA,Bedford County,"7,166"
51021,VA,Bland County,834
51023,VA,Botetourt County,"2,544"
51025,VA,Brunswick County,"3,205"
51027,VA,Buchanan County,"5,095"
51029,VA,Buckingham County,"3,376"
51031,VA,Campbell County,"7,883"
51033,VA,Caroline County,"3,206"
51035,VA,Carroll County,"4,998"
51036,VA,Charles City County,919
51037,VA,Charlotte County,"2,496"
51041,VA,Chesterfield County,"27,051"
51043,VA,Clarke County,"1,162"
51045,VA,Craig County,644
51047,VA,Culpeper County,"5,219"
51049,VA,Cumberland County,"1,861"
51051,VA,Dickenson County,"3,165"
51053,VA,Dinwiddie County,"3,316"
51057,VA,Essex County,"1,590"
51059,VA,Fairfax County,"75,137"
51061,VA,Fauquier County,"4,980"
51063,VA,Floyd County,"2,178"
51065,VA,Fluvanna County,"1,946"
51067,VA,Franklin County,"8,927"
51069,VA,Frederick County,"6,233"
51071,VA,Giles County,"2,254"
51073,VA,Gloucester County,"3,539"
51075,VA,Goochland County,"1,567"
51077,VA,Grayson County,"2,969"
51079,VA,Greene County,"1,816"
51081,VA,Greensville County,"2,165"
51083,VA,Halifax County,"6,180"
51085,VA,Hanover County,"6,140"
51087,VA,Henrico County,"34,985"
51089,VA,Henry County,"10,553"
51091,VA,Highland County,328
51093,VA,Isle of Wight County,"3,633"
51095,VA,James City County,"5,680"
51097,VA,King and Queen County,"1,060"
51099,VA,King George County,"1,878"
51101,VA,King William County,"1,409"
51103,VA,Lancaster County,"1,491"
51105,VA,Lee County,"6,161"
51107,VA,Loudoun County,"14,077"
51109,VA,Louisa County,"3,920"
51111,VA,Lunenburg County,"2,565"
51113,VA,Madison County,"1,598"
51115,VA,Mathews County,927
51117,VA,Mecklenburg County,"6,384"
51119,VA,Middlesex County,"1,489"
51121,VA,Montgomery County,"21,796"
51125,VA,Nelson County,"1,975"
51127,VA,New Kent County,"1,201"
51131,VA,Northampton County,"2,555"
51133,VA,Northumberland County,"1,750"
51135,VA,Nottoway County,"3,334"
51137,VA,Orange County,"3,672"
51139,VA,Page County,"3,991"
51141,VA,Patrick County,"3,934"
51143,VA,Pittsylvania County,"8,923"
51145,VA,Powhatan County,"1,855"
51147,VA,Prince Edward County,"4,822"
51149,VA,Prince George County,"3,424"
51153,VA,Prince William County,"31,917"
51155,VA,Pulaski County,"4,875"
51157,VA,Rappahannock County,684
51159,VA,Richmond County,"1,439"
51161,VA,Roanoke County,"7,498"
51163,VA,Rockbridge County,"2,884"
51165,VA,Rockingham County,"8,906"
51167,VA,Russell County,"4,962"
51169,VA,Scott County,"4,495"
51171,VA,Shenandoah County,"5,114"
51173,VA,Smyth County,"6,088"
51175,VA,Southampton County,"2,507"
51177,VA,Spotsylvania County,"11,742"
51179,VA,Stafford County,"7,952"
51181,VA,Surry County,878
51183,VA,Sussex County,"2,185"
51185,VA,Tazewell County,"8,003"
51187,VA,Warren County,"4,289"
51191,VA,Washington County,"7,734"
51193,VA,Westmoreland County,"2,603"
51195,VA,Wise County,"8,134"
51197,VA,Wythe County,"4,493"
51199,VA,York County,"3,617"
51510,VA,Alexandria city,"14,266"
51520,VA,Bristol city,"3,696"
51530,VA,Buena Vista city,"1,056"
51540,VA,Charlottesville city,"11,276"
51550,VA,Chesapeake city,"22,416"
51570,VA,Colonial Heights city,"2,015"
51580,VA,Covington city,936
51590,VA,Danville city,"9,627"
51595,VA,Emporia city,"1,364"
51600,VA,Fairfax city,"1,866"
51610,VA,Falls Church city,438
51620,VA,Franklin city,"1,888"
51630,VA,Fredericksburg city,"4,291"
51640,VA,Galax city,"1,526"
51650,VA,Hampton city,"20,149"
51660,VA,Harrisonburg city,"12,785"
51670,VA,Hopewell city,"4,268"
51678,VA,Lexington city,"1,112"
51680,VA,Lynchburg city,"17,175"
51683,VA,Manassas city,"4,104"
51685,VA,Manassas Park city,"1,350"
51690,VA,Martinsville city,"3,187"
51700,VA,Newport News city,"29,082"
51710,VA,Norfolk city,"49,728"
51720,VA,Norton city,856
51730,VA,Petersburg city,"8,256"
51735,VA,Poquoson city,707
51740,VA,Portsmouth city,"17,017"
51750,VA,Radford city,"4,678"
51760,VA,Richmond city,"51,415"
51770,VA,Roanoke city,"19,938"
51775,VA,Salem city,"2,393"
51790,VA,Staunton city,"3,791"
51800,VA,Suffolk city,"11,668"
51810,VA,Virginia Beach city,"37,886"
51820,VA,Waynesboro city,"3,092"
51830,VA,Williamsburg city,"2,071"
51840,VA,Winchester city,"3,574"
53000,WA,Washington,"913,463"
53001,WA,Adams County,"3,598"
53003,WA,Asotin County,"3,573"
53005,WA,Benton County,"26,893"
53007,WA,Chelan County,"10,298"
53009,WA,Clallam County,"11,518"
53011,WA,Clark County,"44,213"
53013,WA,Columbia County,607
53015,WA,Cowlitz County,"20,701"
53017,WA,Douglas County,"6,120"
53019,WA,Ferry County,"1,700"
53021,WA,Franklin County,"14,661"
53023,WA,Garfield County,310
53025,WA,Grant County,"14,508"
53027,WA,Grays Harbor County,"13,322"
53029,WA,Island County,"7,964"
53031,WA,Jefferson County,"4,183"
53033,WA,King County,"230,750"
53035,WA,Kitsap County,"27,550"
53037,WA,Kittitas County,"7,459"
53039,WA,Klickitat County,"3,029"
53041,WA,Lewis County,"12,695"
53043,WA,Lincoln County,"1,274"
53045,WA,Mason County,"9,040"
53047,WA,Okanogan County,"9,427"
53049,WA,Pacific County,"3,606"
53051,WA,Pend Oreille County,"2,868"
53053,WA,Pierce County,"106,432"
53055,WA,San Juan County,"2,018"
53057,WA,Skagit County,"18,627"
53059,WA,Skamania County,"1,421"
53061,WA,Snohomish County,"73,930"
53063,WA,Spokane County,"76,910"
53065,WA,Stevens County,"8,368"
53067,WA,Thurston County,"31,197"
53069,WA,Wahkiakum County,558
53071,WA,Walla Walla County,"8,682"
53073,WA,Whatcom County,"31,842"
53075,WA,Whitman County,"11,567"
53077,WA,Yakima County,"50,044"
54000,WV,West Virginia,"328,734"
54001,WV,Barbour County,"3,409"
54003,WV,Berkeley County,"14,356"
54005,WV,Boone County,"5,172"
54007,WV,Braxton County,"3,124"
54009,WV,Brooke County,"3,416"
54011,WV,Cabell County,"20,377"
54013,WV,Calhoun County,"1,623"
54015,WV,Clay County,"2,214"
54017,WV,Doddridge County,"1,305"
54019,WV,Fayette County,"9,215"
54021,WV,Gilmer County,"1,851"
54023,WV,Grant County,"1,959"
54025,WV,Greenbrier County,"7,308"
54027,WV,Hampshire County,"4,855"
54029,WV,Hancock County,"3,841"
54031,WV,Hardy County,"2,103"
54033,WV,Harrison County,"9,412"
54035,WV,Jackson County,"4,817"
54037,WV,Jefferson County,"5,526"
54039,WV,Kanawha County,"31,400"
54041,WV,Lewis County,"3,212"
54043,WV,Lincoln County,"5,215"
54045,WV,Logan County,"6,972"
54047,WV,McDowell County,"6,981"
54049,WV,Marion County,"9,920"
54051,WV,Marshall County,"4,820"
54053,WV,Mason County,"5,397"
54055,WV,Mercer County,"12,413"
54057,WV,Mineral County,"4,307"
54059,WV,Mingo County,"7,163"
54061,WV,Monongalia County,"21,601"
54063,WV,Monroe County,"2,595"
54065,WV,Morgan County,"2,246"
54067,WV,Nicholas County,"5,001"
54069,WV,Ohio County,"7,506"
54071,WV,Pendleton County,"1,197"
54073,WV,Pleasants County,"1,152"
54075,WV,Pocahontas County,"1,460"
54077,WV,Preston County,"5,501"
54079,WV,Putnam County,"5,631"
54081,WV,Raleigh County,"13,163"
54083,WV,Randolph County,"5,609"
54085,WV,Ritchie County,"1,739"
54087,WV,Roane County,"3,336"
54089,WV,Summers County,"3,134"
54091,WV,Taylor County,"2,765"
54093,WV,Tucker County,"1,152"
54095,WV,Tyler County,"1,415"
54097,WV,Upshur County,"4,599"
54099,WV,Wayne County,"8,169"
54101,WV,Webster County,"2,278"
54103,WV,Wetzel County,"2,914"
54105,WV,Wirt County,"1,178"
54107,WV,Wood County,"14,609"
54109,WV,Wyoming County,"5,100"
55000,WI,Wisconsin,"737,307"
55001,WI,Adams County,"3,352"
55003,WI,Ashland County,"2,303"
55005,WI,Barron County,"6,130"
55007,WI,Bayfield County,"2,011"
55009,WI,Brown County,"29,879"
55011,WI,Buffalo County,"1,375"
55013,WI,Burnett County,"2,505"
55015,WI,Calumet County,"2,891"
55017,WI,Chippewa County,"6,497"
55019,WI,Clark County,"5,412"
55021,WI,Columbia County,"4,866"
55023,WI,Crawford County,"2,293"
55025,WI,Dane County,"67,242"
55027,WI,Dodge County,"8,158"
55029,WI,Door County,"3,016"
55031,WI,Douglas County,"5,896"
55033,WI,Dunn County,"5,677"
55035,WI,Eau Claire County,"13,916"
55037,WI,Florence County,565
55039,WI,Fond du Lac County,"9,698"
55041,WI,Forest County,"1,519"
55043,WI,Grant County,"7,043"
55045,WI,Green County,"3,174"
55047,WI,Green Lake County,"2,111"
55049,WI,Iowa County,"2,090"
55051,WI,Iron County,903
55053,WI,Jackson County,"2,698"
55055,WI,Jefferson County,"8,594"
55057,WI,Juneau County,"3,274"
55059,WI,Kenosha County,"25,089"
55061,WI,Kewaunee County,"1,807"
55063,WI,La Crosse County,"14,121"
55065,WI,Lafayette County,"1,952"
55067,WI,Langlade County,"3,033"
55069,WI,Lincoln County,"2,982"
55071,WI,Manitowoc County,"8,558"
55073,WI,Marathon County,"13,287"
55075,WI,Marinette County,"5,417"
55077,WI,Marquette County,"1,929"
55078,WI,Menominee County,"1,295"
55079,WI,Milwaukee County,"205,183"
55081,WI,Monroe County,"6,394"
55083,WI,Oconto County,"3,887"
55085,WI,Oneida County,"4,391"
55087,WI,Outagamie County,"17,857"
55089,WI,Ozaukee County,"4,276"
55091,WI,Pepin County,866
55093,WI,Pierce County,"4,153"
55095,WI,Polk County,"4,781"
55097,WI,Portage County,"10,259"
55099,WI,Price County,"1,741"
55101,WI,Racine County,"24,966"
55103,WI,Richland County,"2,343"
55105,WI,Rock County,"23,554"
55107,WI,Rusk County,"2,387"
55109,WI,St. Croix County,"4,199"
55111,WI,Sauk County,"7,429"
55113,WI,Sawyer County,"2,731"
55115,WI,Shawano County,"4,548"
55117,WI,Sheboygan County,"10,165"
55119,WI,Taylor County,"2,363"
55121,WI,Trempealeau County,"3,521"
55123,WI,Vernon County,"5,395"
55125,WI,Vilas County,"3,126"
55127,WI,Walworth County,"13,748"
55129,WI,Washburn County,"2,072"
55131,WI,Washington County,"7,761"
55133,WI,Waukesha County,"22,536"
55135,WI,Waupaca County,"5,228"
55137,WI,Waushara County,"3,184"
55139,WI,Winnebago County,"19,505"
55141,WI,Wood County,"8,201"
56000,WY,Wyoming,"63,860"
56001,WY,Albany County,"8,547"
56003,WY,Big Horn County,"1,251"
56005,WY,Campbell County,"3,391"
56007,WY,Carbon County,"1,851"
